Timestep,StratumID,FlowGroupID,Value
2091,Cascades,Growth,1.2135024261865794
2092,Cascades,Growth,1.2141070193126022
2093,Cascades,Growth,1.2147116124386252
2094,Cascades,Growth,1.215316205564648
2095,Cascades,Growth,1.215920798690671
2096,Cascades,Growth,1.2165253918166938
2097,Cascades,Growth,1.2171299849427168
2098,Cascades,Growth,1.2177345780687399
2099,Cascades,Growth,1.2183391711947626
2100,Cascades,Growth,1.2189437643207857
2002,Central Basin and Range,Growth,1.0028019639934533
2003,Central Basin and Range,Growth,1.0061014729950901
2004,Central Basin and Range,Growth,1.008353518821604
2005,Central Basin and Range,Growth,1.0113387888707037
2006,Central Basin and Range,Growth,1.014088379705401
2007,Central Basin and Range,Growth,1.0165630114566284
2008,Central Basin and Range,Growth,1.0189328968903437
2009,Central Basin and Range,Growth,1.021328968903437
2010,Central Basin and Range,Growth,1.0245630114566284
2011,Central Basin and Range,Growth,1.0268543371522094
2012,Central Basin and Range,Growth,1.029734860883797
2013,Central Basin and Range,Growth,1.0332307692307692
2014,Central Basin and Range,Growth,1.0360196399345336
2015,Central Basin and Range,Growth,1.038873977086743
2016,Central Basin and Range,Growth,1.0432995090016366
2017,Central Basin and Range,Growth,1.04556421603928
2018,Central Basin and Range,Growth,1.047828923076923
2019,Central Basin and Range,Growth,1.0500936301145662
2020,Central Basin and Range,Growth,1.0523583371522094
2021,Central Basin and Range,Growth,1.055489893289689
2022,Central Basin and Range,Growth,1.0586214494271686
2023,Central Basin and Range,Growth,1.061753005564648
2024,Central Basin and Range,Growth,1.0648845617021276
2025,Central Basin and Range,Growth,1.0680161178396073
2026,Central Basin and Range,Growth,1.0711476739770867
2027,Central Basin and Range,Growth,1.0742792301145663
2028,Central Basin and Range,Growth,1.0774107862520457
2029,Central Basin and Range,Growth,1.0805423423895253
2030,Central Basin and Range,Growth,1.083673898527005
2031,Central Basin and Range,Growth,1.0870518428805238
2032,Central Basin and Range,Growth,1.0904297872340425
2033,Central Basin and Range,Growth,1.0938077315875614
2034,Central Basin and Range,Growth,1.09718567594108
2035,Central Basin and Range,Growth,1.100563620294599
2036,Central Basin and Range,Growth,1.1039415646481179
2037,Central Basin and Range,Growth,1.1073195090016368
2038,Central Basin and Range,Growth,1.1106974533551555
2039,Central Basin and Range,Growth,1.1140753977086744
2040,Central Basin and Range,Growth,1.117453342062193
2041,Central Basin and Range,Growth,1.120817051391162
2042,Central Basin and Range,Growth,1.1241807607201308
2043,Central Basin and Range,Growth,1.1275444700491
2044,Central Basin and Range,Growth,1.1309081793780686
2045,Central Basin and Range,Growth,1.1342718887070378
2046,Central Basin and Range,Growth,1.1376355980360064
2047,Central Basin and Range,Growth,1.1409993073649753
2048,Central Basin and Range,Growth,1.1443630166939445
2049,Central Basin and Range,Growth,1.1477267260229134
2050,Central Basin and Range,Growth,1.1510904353518823
2051,Central Basin and Range,Growth,1.154014956464812
2052,Central Basin and Range,Growth,1.1569394775777413
2053,Central Basin and Range,Growth,1.1598639986906711
2054,Central Basin and Range,Growth,1.1627885198036008
2055,Central Basin and Range,Growth,1.1657130409165304
2056,Central Basin and Range,Growth,1.1686375620294598
2057,Central Basin and Range,Growth,1.1715620831423896
2058,Central Basin and Range,Growth,1.1744866042553193
2059,Central Basin and Range,Growth,1.1774111253682489
2060,Central Basin and Range,Growth,1.1803356464811785
2061,Central Basin and Range,Growth,1.1823560484451718
2062,Central Basin and Range,Growth,1.1843764504091654
2063,Central Basin and Range,Growth,1.1863968523731587
2064,Central Basin and Range,Growth,1.1884172543371523
2065,Central Basin and Range,Growth,1.1904376563011456
2066,Central Basin and Range,Growth,1.1924580582651392
2067,Central Basin and Range,Growth,1.1944784602291327
2068,Central Basin and Range,Growth,1.196498862193126
2069,Central Basin and Range,Growth,1.1985192641571194
2070,Central Basin and Range,Growth,1.200539666121113
2071,Central Basin and Range,Growth,1.201434697217676
2072,Central Basin and Range,Growth,1.2023297283142391
2073,Central Basin and Range,Growth,1.203224759410802
2074,Central Basin and Range,Growth,1.204119790507365
2075,Central Basin and Range,Growth,1.205014821603928
2076,Central Basin and Range,Growth,1.205909852700491
2077,Central Basin and Range,Growth,1.206804883797054
2078,Central Basin and Range,Growth,1.207699914893617
2079,Central Basin and Range,Growth,1.2085949459901801
2080,Central Basin and Range,Growth,1.209489977086743
2081,Central Basin and Range,Growth,1.2098307626841243
2082,Central Basin and Range,Growth,1.2101715482815056
2083,Central Basin and Range,Growth,1.2105123338788872
2084,Central Basin and Range,Growth,1.2108531194762684
2085,Central Basin and Range,Growth,1.2111939050736498
2086,Central Basin and Range,Growth,1.2115346906710311
2087,Central Basin and Range,Growth,1.2118754762684123
2088,Central Basin and Range,Growth,1.212216261865794
2089,Central Basin and Range,Growth,1.212557047463175
2090,Central Basin and Range,Growth,1.2128978330605564
2091,Central Basin and Range,Growth,1.2135024261865794
2092,Central Basin and Range,Growth,1.2141070193126022
2093,Central Basin and Range,Growth,1.2147116124386252
2094,Central Basin and Range,Growth,1.215316205564648
2095,Central Basin and Range,Growth,1.215920798690671
2096,Central Basin and Range,Growth,1.2165253918166938
2097,Central Basin and Range,Growth,1.2171299849427168
2098,Central Basin and Range,Growth,1.2177345780687399
2099,Central Basin and Range,Growth,1.2183391711947626
2100,Central Basin and Range,Growth,1.2189437643207857
2002,Central California Valley,Growth,1.0028019639934533
2003,Central California Valley,Growth,1.0061014729950901
2004,Central California Valley,Growth,1.008353518821604
2005,Central California Valley,Growth,1.0113387888707037
2006,Central California Valley,Growth,1.014088379705401
2007,Central California Valley,Growth,1.0165630114566284
2008,Central California Valley,Growth,1.0189328968903437
2009,Central California Valley,Growth,1.021328968903437
2010,Central California Valley,Growth,1.0245630114566284
2011,Central California Valley,Growth,1.0268543371522094
2012,Central California Valley,Growth,1.029734860883797
2013,Central California Valley,Growth,1.0332307692307692
2014,Central California Valley,Growth,1.0360196399345336
2015,Central California Valley,Growth,1.038873977086743
2016,Central California Valley,Growth,1.0432995090016366
2017,Central California Valley,Growth,1.04556421603928
2018,Central California Valley,Growth,1.047828923076923
2019,Central California Valley,Growth,1.0500936301145662
2020,Central California Valley,Growth,1.0523583371522094
2021,Central California Valley,Growth,1.055489893289689
2022,Central California Valley,Growth,1.0586214494271686
2023,Central California Valley,Growth,1.061753005564648
2024,Central California Valley,Growth,1.0648845617021276
2025,Central California Valley,Growth,1.0680161178396073
2026,Central California Valley,Growth,1.0711476739770867
2027,Central California Valley,Growth,1.0742792301145663
2028,Central California Valley,Growth,1.0774107862520457
2029,Central California Valley,Growth,1.0805423423895253
2030,Central California Valley,Growth,1.083673898527005
2031,Central California Valley,Growth,1.0870518428805238
2032,Central California Valley,Growth,1.0904297872340425
2033,Central California Valley,Growth,1.0938077315875614
2034,Central California Valley,Growth,1.09718567594108
2035,Central California Valley,Growth,1.100563620294599
2036,Central California Valley,Growth,1.1039415646481179
2037,Central California Valley,Growth,1.1073195090016368
2038,Central California Valley,Growth,1.1106974533551555
2039,Central California Valley,Growth,1.1140753977086744
2040,Central California Valley,Growth,1.117453342062193
2041,Central California Valley,Growth,1.120817051391162
2042,Central California Valley,Growth,1.1241807607201308
2043,Central California Valley,Growth,1.1275444700491
2044,Central California Valley,Growth,1.1309081793780686
2045,Central California Valley,Growth,1.1342718887070378
2046,Central California Valley,Growth,1.1376355980360064
2047,Central California Valley,Growth,1.1409993073649753
2048,Central California Valley,Growth,1.1443630166939445
2049,Central California Valley,Growth,1.1477267260229134
2050,Central California Valley,Growth,1.1510904353518823
2051,Central California Valley,Growth,1.154014956464812
2052,Central California Valley,Growth,1.1569394775777413
2053,Central California Valley,Growth,1.1598639986906711
2054,Central California Valley,Growth,1.1627885198036008
2055,Central California Valley,Growth,1.1657130409165304
2056,Central California Valley,Growth,1.1686375620294598
2057,Central California Valley,Growth,1.1715620831423896
2058,Central California Valley,Growth,1.1744866042553193
2059,Central California Valley,Growth,1.1774111253682489
2060,Central California Valley,Growth,1.1803356464811785
2061,Central California Valley,Growth,1.1823560484451718
2062,Central California Valley,Growth,1.1843764504091654
2063,Central California Valley,Growth,1.1863968523731587
2064,Central California Valley,Growth,1.1884172543371523
2065,Central California Valley,Growth,1.1904376563011456
2066,Central California Valley,Growth,1.1924580582651392
2067,Central California Valley,Growth,1.1944784602291327
2068,Central California Valley,Growth,1.196498862193126
2069,Central California Valley,Growth,1.1985192641571194
2070,Central California Valley,Growth,1.200539666121113
2071,Central California Valley,Growth,1.201434697217676
2072,Central California Valley,Growth,1.2023297283142391
2073,Central California Valley,Growth,1.203224759410802
2074,Central California Valley,Growth,1.204119790507365
2075,Central California Valley,Growth,1.205014821603928
2076,Central California Valley,Growth,1.205909852700491
2077,Central California Valley,Growth,1.206804883797054
2078,Central California Valley,Growth,1.207699914893617
2079,Central California Valley,Growth,1.2085949459901801
2080,Central California Valley,Growth,1.209489977086743
2081,Central California Valley,Growth,1.2098307626841243
2082,Central California Valley,Growth,1.2101715482815056
2083,Central California Valley,Growth,1.2105123338788872
2084,Central California Valley,Growth,1.2108531194762684
2085,Central California Valley,Growth,1.2111939050736498
2086,Central California Valley,Growth,1.2115346906710311
2087,Central California Valley,Growth,1.2118754762684123
2088,Central California Valley,Growth,1.212216261865794
2089,Central California Valley,Growth,1.212557047463175
2090,Central California Valley,Growth,1.2128978330605564
2091,Central California Valley,Growth,1.2135024261865794
2092,Central California Valley,Growth,1.2141070193126022
2093,Central California Valley,Growth,1.2147116124386252
2094,Central California Valley,Growth,1.215316205564648
2095,Central California Valley,Growth,1.215920798690671
2096,Central California Valley,Growth,1.2165253918166938
2097,Central California Valley,Growth,1.2171299849427168
2098,Central California Valley,Growth,1.2177345780687399
2099,Central California Valley,Growth,1.2183391711947626
2100,Central California Valley,Growth,1.2189437643207857
2002,Coast Range,Growth,1.0028019639934533
2003,Coast Range,Growth,1.0061014729950901
2004,Coast Range,Growth,1.008353518821604
2005,Coast Range,Growth,1.0113387888707037
2006,Coast Range,Growth,1.014088379705401
2007,Coast Range,Growth,1.0165630114566284
2008,Coast Range,Growth,1.0189328968903437
2009,Coast Range,Growth,1.021328968903437
2010,Coast Range,Growth,1.0245630114566284
2011,Coast Range,Growth,1.0268543371522094
2012,Coast Range,Growth,1.029734860883797
2013,Coast Range,Growth,1.0332307692307692
2014,Coast Range,Growth,1.0360196399345336
2015,Coast Range,Growth,1.038873977086743
2016,Coast Range,Growth,1.0432995090016366
2017,Coast Range,Growth,1.04556421603928
2018,Coast Range,Growth,1.047828923076923
2019,Coast Range,Growth,1.0500936301145662
2020,Coast Range,Growth,1.0523583371522094
2021,Coast Range,Growth,1.055489893289689
2022,Coast Range,Growth,1.0586214494271686
2023,Coast Range,Growth,1.061753005564648
2024,Coast Range,Growth,1.0648845617021276
2025,Coast Range,Growth,1.0680161178396073
2026,Coast Range,Growth,1.0711476739770867
2027,Coast Range,Growth,1.0742792301145663
2028,Coast Range,Growth,1.0774107862520457
2029,Coast Range,Growth,1.0805423423895253
2030,Coast Range,Growth,1.083673898527005
2031,Coast Range,Growth,1.0870518428805238
2032,Coast Range,Growth,1.0904297872340425
2033,Coast Range,Growth,1.0938077315875614
2034,Coast Range,Growth,1.09718567594108
2035,Coast Range,Growth,1.100563620294599
2036,Coast Range,Growth,1.1039415646481179
2037,Coast Range,Growth,1.1073195090016368
2038,Coast Range,Growth,1.1106974533551555
2039,Coast Range,Growth,1.1140753977086744
2040,Coast Range,Growth,1.117453342062193
2041,Coast Range,Growth,1.120817051391162
2042,Coast Range,Growth,1.1241807607201308
2043,Coast Range,Growth,1.1275444700491
2044,Coast Range,Growth,1.1309081793780686
2045,Coast Range,Growth,1.1342718887070378
2046,Coast Range,Growth,1.1376355980360064
2047,Coast Range,Growth,1.1409993073649753
2048,Coast Range,Growth,1.1443630166939445
2049,Coast Range,Growth,1.1477267260229134
2050,Coast Range,Growth,1.1510904353518823
2051,Coast Range,Growth,1.154014956464812
2052,Coast Range,Growth,1.1569394775777413
2053,Coast Range,Growth,1.1598639986906711
2054,Coast Range,Growth,1.1627885198036008
2055,Coast Range,Growth,1.1657130409165304
2056,Coast Range,Growth,1.1686375620294598
2057,Coast Range,Growth,1.1715620831423896
2058,Coast Range,Growth,1.1744866042553193
2059,Coast Range,Growth,1.1774111253682489
2060,Coast Range,Growth,1.1803356464811785
2061,Coast Range,Growth,1.1823560484451718
2062,Coast Range,Growth,1.1843764504091654
2063,Coast Range,Growth,1.1863968523731587
2064,Coast Range,Growth,1.1884172543371523
2065,Coast Range,Growth,1.1904376563011456
2066,Coast Range,Growth,1.1924580582651392
2067,Coast Range,Growth,1.1944784602291327
2068,Coast Range,Growth,1.196498862193126
2069,Coast Range,Growth,1.1985192641571194
2070,Coast Range,Growth,1.200539666121113
2071,Coast Range,Growth,1.201434697217676
2072,Coast Range,Growth,1.2023297283142391
2073,Coast Range,Growth,1.203224759410802
2074,Coast Range,Growth,1.204119790507365
2075,Coast Range,Growth,1.205014821603928
2076,Coast Range,Growth,1.205909852700491
2077,Coast Range,Growth,1.206804883797054
2078,Coast Range,Growth,1.207699914893617
2079,Coast Range,Growth,1.2085949459901801
2080,Coast Range,Growth,1.209489977086743
2081,Coast Range,Growth,1.2098307626841243
2082,Coast Range,Growth,1.2101715482815056
2083,Coast Range,Growth,1.2105123338788872
2084,Coast Range,Growth,1.2108531194762684
2085,Coast Range,Growth,1.2111939050736498
2086,Coast Range,Growth,1.2115346906710311
2087,Coast Range,Growth,1.2118754762684123
2088,Coast Range,Growth,1.212216261865794
2089,Coast Range,Growth,1.212557047463175
2090,Coast Range,Growth,1.2128978330605564
2091,Coast Range,Growth,1.2135024261865794
2092,Coast Range,Growth,1.2141070193126022
2093,Coast Range,Growth,1.2147116124386252
2094,Coast Range,Growth,1.215316205564648
2095,Coast Range,Growth,1.215920798690671
2096,Coast Range,Growth,1.2165253918166938
2097,Coast Range,Growth,1.2171299849427168
2098,Coast Range,Growth,1.2177345780687399
2099,Coast Range,Growth,1.2183391711947626
2100,Coast Range,Growth,1.2189437643207857
2002,Eastern Cascades Slopes and Foothills,Growth,1.0028019639934533
2003,Eastern Cascades Slopes and Foothills,Growth,1.0061014729950901
2004,Eastern Cascades Slopes and Foothills,Growth,1.008353518821604
2005,Eastern Cascades Slopes and Foothills,Growth,1.0113387888707037
2006,Eastern Cascades Slopes and Foothills,Growth,1.014088379705401
2007,Eastern Cascades Slopes and Foothills,Growth,1.0165630114566284
2008,Eastern Cascades Slopes and Foothills,Growth,1.0189328968903437
2009,Eastern Cascades Slopes and Foothills,Growth,1.021328968903437
2010,Eastern Cascades Slopes and Foothills,Growth,1.0245630114566284
2011,Eastern Cascades Slopes and Foothills,Growth,1.0268543371522094
2012,Eastern Cascades Slopes and Foothills,Growth,1.029734860883797
2013,Eastern Cascades Slopes and Foothills,Growth,1.0332307692307692
2014,Eastern Cascades Slopes and Foothills,Growth,1.0360196399345336
2015,Eastern Cascades Slopes and Foothills,Growth,1.038873977086743
2016,Eastern Cascades Slopes and Foothills,Growth,1.0432995090016366
2017,Eastern Cascades Slopes and Foothills,Growth,1.04556421603928
2018,Eastern Cascades Slopes and Foothills,Growth,1.047828923076923
2019,Eastern Cascades Slopes and Foothills,Growth,1.0500936301145662
2020,Eastern Cascades Slopes and Foothills,Growth,1.0523583371522094
2021,Eastern Cascades Slopes and Foothills,Growth,1.055489893289689
2022,Eastern Cascades Slopes and Foothills,Growth,1.0586214494271686
2023,Eastern Cascades Slopes and Foothills,Growth,1.061753005564648
2024,Eastern Cascades Slopes and Foothills,Growth,1.0648845617021276
2025,Eastern Cascades Slopes and Foothills,Growth,1.0680161178396073
2026,Eastern Cascades Slopes and Foothills,Growth,1.0711476739770867
2027,Eastern Cascades Slopes and Foothills,Growth,1.0742792301145663
2028,Eastern Cascades Slopes and Foothills,Growth,1.0774107862520457
2029,Eastern Cascades Slopes and Foothills,Growth,1.0805423423895253
2030,Eastern Cascades Slopes and Foothills,Growth,1.083673898527005
2031,Eastern Cascades Slopes and Foothills,Growth,1.0870518428805238
2032,Eastern Cascades Slopes and Foothills,Growth,1.0904297872340425
2033,Eastern Cascades Slopes and Foothills,Growth,1.0938077315875614
2034,Eastern Cascades Slopes and Foothills,Growth,1.09718567594108
2035,Eastern Cascades Slopes and Foothills,Growth,1.100563620294599
2036,Eastern Cascades Slopes and Foothills,Growth,1.1039415646481179
2037,Eastern Cascades Slopes and Foothills,Growth,1.1073195090016368
2038,Eastern Cascades Slopes and Foothills,Growth,1.1106974533551555
2039,Eastern Cascades Slopes and Foothills,Growth,1.1140753977086744
2040,Eastern Cascades Slopes and Foothills,Growth,1.117453342062193
2041,Eastern Cascades Slopes and Foothills,Growth,1.120817051391162
2042,Eastern Cascades Slopes and Foothills,Growth,1.1241807607201308
2043,Eastern Cascades Slopes and Foothills,Growth,1.1275444700491
2044,Eastern Cascades Slopes and Foothills,Growth,1.1309081793780686
2045,Eastern Cascades Slopes and Foothills,Growth,1.1342718887070378
2046,Eastern Cascades Slopes and Foothills,Growth,1.1376355980360064
2047,Eastern Cascades Slopes and Foothills,Growth,1.1409993073649753
2048,Eastern Cascades Slopes and Foothills,Growth,1.1443630166939445
2049,Eastern Cascades Slopes and Foothills,Growth,1.1477267260229134
2050,Eastern Cascades Slopes and Foothills,Growth,1.1510904353518823
2051,Eastern Cascades Slopes and Foothills,Growth,1.154014956464812
2052,Eastern Cascades Slopes and Foothills,Growth,1.1569394775777413
2053,Eastern Cascades Slopes and Foothills,Growth,1.1598639986906711
2054,Eastern Cascades Slopes and Foothills,Growth,1.1627885198036008
2055,Eastern Cascades Slopes and Foothills,Growth,1.1657130409165304
2056,Eastern Cascades Slopes and Foothills,Growth,1.1686375620294598
2057,Eastern Cascades Slopes and Foothills,Growth,1.1715620831423896
2058,Eastern Cascades Slopes and Foothills,Growth,1.1744866042553193
