Timestep,StratumID,FlowGroupID,Value
2051,California Chaparral and Oak Woodlands,Growth,1.0577556086743045
2052,California Chaparral and Oak Woodlands,Growth,1.058852304091653
2053,California Chaparral and Oak Woodlands,Growth,1.0599489995090017
2054,California Chaparral and Oak Woodlands,Growth,1.0610456949263503
2055,California Chaparral and Oak Woodlands,Growth,1.0621423903436988
2056,California Chaparral and Oak Woodlands,Growth,1.0632390857610474
2057,California Chaparral and Oak Woodlands,Growth,1.064335781178396
2058,California Chaparral and Oak Woodlands,Growth,1.0654324765957446
2059,California Chaparral and Oak Woodlands,Growth,1.0665291720130934
2060,California Chaparral and Oak Woodlands,Growth,1.067625867430442
2061,California Chaparral and Oak Woodlands,Growth,1.0683835181669394
2062,California Chaparral and Oak Woodlands,Growth,1.069141168903437
2063,California Chaparral and Oak Woodlands,Growth,1.0698988196399346
2064,California Chaparral and Oak Woodlands,Growth,1.070656470376432
2065,California Chaparral and Oak Woodlands,Growth,1.0714141211129296
2066,California Chaparral and Oak Woodlands,Growth,1.0721717718494272
2067,California Chaparral and Oak Woodlands,Growth,1.0729294225859247
2068,California Chaparral and Oak Woodlands,Growth,1.0736870733224222
2069,California Chaparral and Oak Woodlands,Growth,1.0744447240589199
2070,California Chaparral and Oak Woodlands,Growth,1.0752023747954174
2071,California Chaparral and Oak Woodlands,Growth,1.0755380114566284
2072,California Chaparral and Oak Woodlands,Growth,1.0758736481178397
2073,California Chaparral and Oak Woodlands,Growth,1.0762092847790508
2074,California Chaparral and Oak Woodlands,Growth,1.0765449214402618
2075,California Chaparral and Oak Woodlands,Growth,1.076880558101473
2076,California Chaparral and Oak Woodlands,Growth,1.0772161947626842
2077,California Chaparral and Oak Woodlands,Growth,1.0775518314238952
2078,California Chaparral and Oak Woodlands,Growth,1.0778874680851063
2079,California Chaparral and Oak Woodlands,Growth,1.0782231047463176
2080,California Chaparral and Oak Woodlands,Growth,1.0785587414075286
2081,California Chaparral and Oak Woodlands,Growth,1.0786865360065465
2082,California Chaparral and Oak Woodlands,Growth,1.0788143306055646
2083,California Chaparral and Oak Woodlands,Growth,1.0789421252045828
2084,California Chaparral and Oak Woodlands,Growth,1.0790699198036007
2085,California Chaparral and Oak Woodlands,Growth,1.0791977144026186
2086,California Chaparral and Oak Woodlands,Growth,1.0793255090016367
2087,California Chaparral and Oak Woodlands,Growth,1.0794533036006546
2088,California Chaparral and Oak Woodlands,Growth,1.0795810981996727
2089,California Chaparral and Oak Woodlands,Growth,1.0797088927986906
2090,California Chaparral and Oak Woodlands,Growth,1.0798366873977088
2091,California Chaparral and Oak Woodlands,Growth,1.0800634098199673
2092,California Chaparral and Oak Woodlands,Growth,1.0802901322422258
2093,California Chaparral and Oak Woodlands,Growth,1.0805168546644845
2094,California Chaparral and Oak Woodlands,Growth,1.080743577086743
2095,California Chaparral and Oak Woodlands,Growth,1.0809702995090016
2096,California Chaparral and Oak Woodlands,Growth,1.0811970219312603
2097,California Chaparral and Oak Woodlands,Growth,1.0814237443535188
2098,California Chaparral and Oak Woodlands,Growth,1.0816504667757774
2099,California Chaparral and Oak Woodlands,Growth,1.0818771891980359
2100,California Chaparral and Oak Woodlands,Growth,1.0821039116202946
2002,Cascades,Growth,1.001050736497545
2003,Cascades,Growth,1.0022880523731588
2004,Cascades,Growth,1.0031325695581015
2005,Cascades,Growth,1.0042520458265138
2006,Cascades,Growth,1.0052831423895254
2007,Cascades,Growth,1.0062111292962357
2008,Cascades,Growth,1.007099836333879
2009,Cascades,Growth,1.0079983633387888
2010,Cascades,Growth,1.0092111292962356
2011,Cascades,Growth,1.0100703764320786
2012,Cascades,Growth,1.0111505728314238
2013,Cascades,Growth,1.0124615384615385
2014,Cascades,Growth,1.01350736497545
2015,Cascades,Growth,1.0145777414075285
2016,Cascades,Growth,1.0162373158756137
2017,Cascades,Growth,1.01708658101473
2018,Cascades,Growth,1.0179358461538461
2019,Cascades,Growth,1.0187851112929625
2020,Cascades,Growth,1.0196343764320785
2021,Cascades,Growth,1.0208087099836334
2022,Cascades,Growth,1.0219830435351882
2023,Cascades,Growth,1.023157377086743
2024,Cascades,Growth,1.0243317106382979
2025,Cascades,Growth,1.0255060441898527
2026,Cascades,Growth,1.0266803777414075
2027,Cascades,Growth,1.0278547112929624
2028,Cascades,Growth,1.0290290448445172
2029,Cascades,Growth,1.030203378396072
2030,Cascades,Growth,1.0313777119476268
2031,Cascades,Growth,1.0326444410801965
2032,Cascades,Growth,1.033911170212766
2033,Cascades,Growth,1.0351778993453356
2034,Cascades,Growth,1.036444628477905
2035,Cascades,Growth,1.0377113576104746
2036,Cascades,Growth,1.0389780867430443
2037,Cascades,Growth,1.0402448158756137
2038,Cascades,Growth,1.0415115450081833
2039,Cascades,Growth,1.042778274140753
2040,Cascades,Growth,1.0440450032733224
2041,Cascades,Growth,1.0453063942716858
2042,Cascades,Growth,1.046567785270049
2043,Cascades,Growth,1.0478291762684124
2044,Cascades,Growth,1.0490905672667759
2045,Cascades,Growth,1.050351958265139
2046,Cascades,Growth,1.0516133492635025
2047,Cascades,Growth,1.052874740261866
2048,Cascades,Growth,1.054136131260229
2049,Cascades,Growth,1.0553975222585925
2050,Cascades,Growth,1.0566589132569557
2051,Cascades,Growth,1.0577556086743045
2052,Cascades,Growth,1.058852304091653
2053,Cascades,Growth,1.0599489995090017
2054,Cascades,Growth,1.0610456949263503
2055,Cascades,Growth,1.0621423903436988
2056,Cascades,Growth,1.0632390857610474
2057,Cascades,Growth,1.064335781178396
2058,Cascades,Growth,1.0654324765957446
2059,Cascades,Growth,1.0665291720130934
2060,Cascades,Growth,1.067625867430442
2061,Cascades,Growth,1.0683835181669394
2062,Cascades,Growth,1.069141168903437
2063,Cascades,Growth,1.0698988196399346
2064,Cascades,Growth,1.070656470376432
2065,Cascades,Growth,1.0714141211129296
2066,Cascades,Growth,1.0721717718494272
2067,Cascades,Growth,1.0729294225859247
2068,Cascades,Growth,1.0736870733224222
2069,Cascades,Growth,1.0744447240589199
2070,Cascades,Growth,1.0752023747954174
2071,Cascades,Growth,1.0755380114566284
2072,Cascades,Growth,1.0758736481178397
2073,Cascades,Growth,1.0762092847790508
2074,Cascades,Growth,1.0765449214402618
2075,Cascades,Growth,1.076880558101473
2076,Cascades,Growth,1.0772161947626842
2077,Cascades,Growth,1.0775518314238952
2078,Cascades,Growth,1.0778874680851063
2079,Cascades,Growth,1.0782231047463176
2080,Cascades,Growth,1.0785587414075286
2081,Cascades,Growth,1.0786865360065465
2082,Cascades,Growth,1.0788143306055646
2083,Cascades,Growth,1.0789421252045828
2084,Cascades,Growth,1.0790699198036007
2085,Cascades,Growth,1.0791977144026186
2086,Cascades,Growth,1.0793255090016367
2087,Cascades,Growth,1.0794533036006546
2088,Cascades,Growth,1.0795810981996727
2089,Cascades,Growth,1.0797088927986906
2090,Cascades,Growth,1.0798366873977088
2091,Cascades,Growth,1.0800634098199673
2092,Cascades,Growth,1.0802901322422258
2093,Cascades,Growth,1.0805168546644845
2094,Cascades,Growth,1.080743577086743
2095,Cascades,Growth,1.0809702995090016
2096,Cascades,Growth,1.0811970219312603
2097,Cascades,Growth,1.0814237443535188
2098,Cascades,Growth,1.0816504667757774
2099,Cascades,Growth,1.0818771891980359
2100,Cascades,Growth,1.0821039116202946
2002,Central Basin and Range,Growth,1.001050736497545
2003,Central Basin and Range,Growth,1.0022880523731588
2004,Central Basin and Range,Growth,1.0031325695581015
2005,Central Basin and Range,Growth,1.0042520458265138
2006,Central Basin and Range,Growth,1.0052831423895254
2007,Central Basin and Range,Growth,1.0062111292962357
2008,Central Basin and Range,Growth,1.007099836333879
2009,Central Basin and Range,Growth,1.0079983633387888
2010,Central Basin and Range,Growth,1.0092111292962356
2011,Central Basin and Range,Growth,1.0100703764320786
2012,Central Basin and Range,Growth,1.0111505728314238
2013,Central Basin and Range,Growth,1.0124615384615385
2014,Central Basin and Range,Growth,1.01350736497545
2015,Central Basin and Range,Growth,1.0145777414075285
2016,Central Basin and Range,Growth,1.0162373158756137
2017,Central Basin and Range,Growth,1.01708658101473
2018,Central Basin and Range,Growth,1.0179358461538461
2019,Central Basin and Range,Growth,1.0187851112929625
2020,Central Basin and Range,Growth,1.0196343764320785
2021,Central Basin and Range,Growth,1.0208087099836334
2022,Central Basin and Range,Growth,1.0219830435351882
2023,Central Basin and Range,Growth,1.023157377086743
2024,Central Basin and Range,Growth,1.0243317106382979
2025,Central Basin and Range,Growth,1.0255060441898527
2026,Central Basin and Range,Growth,1.0266803777414075
2027,Central Basin and Range,Growth,1.0278547112929624
2028,Central Basin and Range,Growth,1.0290290448445172
2029,Central Basin and Range,Growth,1.030203378396072
2030,Central Basin and Range,Growth,1.0313777119476268
2031,Central Basin and Range,Growth,1.0326444410801965
2032,Central Basin and Range,Growth,1.033911170212766
2033,Central Basin and Range,Growth,1.0351778993453356
2034,Central Basin and Range,Growth,1.036444628477905
2035,Central Basin and Range,Growth,1.0377113576104746
2036,Central Basin and Range,Growth,1.0389780867430443
2037,Central Basin and Range,Growth,1.0402448158756137
2038,Central Basin and Range,Growth,1.0415115450081833
2039,Central Basin and Range,Growth,1.042778274140753
2040,Central Basin and Range,Growth,1.0440450032733224
2041,Central Basin and Range,Growth,1.0453063942716858
2042,Central Basin and Range,Growth,1.046567785270049
2043,Central Basin and Range,Growth,1.0478291762684124
2044,Central Basin and Range,Growth,1.0490905672667759
2045,Central Basin and Range,Growth,1.050351958265139
2046,Central Basin and Range,Growth,1.0516133492635025
2047,Central Basin and Range,Growth,1.052874740261866
2048,Central Basin and Range,Growth,1.054136131260229
2049,Central Basin and Range,Growth,1.0553975222585925
2050,Central Basin and Range,Growth,1.0566589132569557
2051,Central Basin and Range,Growth,1.0577556086743045
2052,Central Basin and Range,Growth,1.058852304091653
2053,Central Basin and Range,Growth,1.0599489995090017
2054,Central Basin and Range,Growth,1.0610456949263503
2055,Central Basin and Range,Growth,1.0621423903436988
2056,Central Basin and Range,Growth,1.0632390857610474
2057,Central Basin and Range,Growth,1.064335781178396
2058,Central Basin and Range,Growth,1.0654324765957446
2059,Central Basin and Range,Growth,1.0665291720130934
2060,Central Basin and Range,Growth,1.067625867430442
2061,Central Basin and Range,Growth,1.0683835181669394
2062,Central Basin and Range,Growth,1.069141168903437
2063,Central Basin and Range,Growth,1.0698988196399346
2064,Central Basin and Range,Growth,1.070656470376432
2065,Central Basin and Range,Growth,1.0714141211129296
2066,Central Basin and Range,Growth,1.0721717718494272
2067,Central Basin and Range,Growth,1.0729294225859247
2068,Central Basin and Range,Growth,1.0736870733224222
2069,Central Basin and Range,Growth,1.0744447240589199
2070,Central Basin and Range,Growth,1.0752023747954174
2071,Central Basin and Range,Growth,1.0755380114566284
2072,Central Basin and Range,Growth,1.0758736481178397
2073,Central Basin and Range,Growth,1.0762092847790508
2074,Central Basin and Range,Growth,1.0765449214402618
2075,Central Basin and Range,Growth,1.076880558101473
2076,Central Basin and Range,Growth,1.0772161947626842
2077,Central Basin and Range,Growth,1.0775518314238952
2078,Central Basin and Range,Growth,1.0778874680851063
2079,Central Basin and Range,Growth,1.0782231047463176
2080,Central Basin and Range,Growth,1.0785587414075286
2081,Central Basin and Range,Growth,1.0786865360065465
2082,Central Basin and Range,Growth,1.0788143306055646
2083,Central Basin and Range,Growth,1.0789421252045828
2084,Central Basin and Range,Growth,1.0790699198036007
2085,Central Basin and Range,Growth,1.0791977144026186
2086,Central Basin and Range,Growth,1.0793255090016367
2087,Central Basin and Range,Growth,1.0794533036006546
2088,Central Basin and Range,Growth,1.0795810981996727
2089,Central Basin and Range,Growth,1.0797088927986906
2090,Central Basin and Range,Growth,1.0798366873977088
2091,Central Basin and Range,Growth,1.0800634098199673
2092,Central Basin and Range,Growth,1.0802901322422258
2093,Central Basin and Range,Growth,1.0805168546644845
2094,Central Basin and Range,Growth,1.080743577086743
2095,Central Basin and Range,Growth,1.0809702995090016
2096,Central Basin and Range,Growth,1.0811970219312603
2097,Central Basin and Range,Growth,1.0814237443535188
2098,Central Basin and Range,Growth,1.0816504667757774
2099,Central Basin and Range,Growth,1.0818771891980359
2100,Central Basin and Range,Growth,1.0821039116202946
2002,Central California Valley,Growth,1.001050736497545
2003,Central California Valley,Growth,1.0022880523731588
2004,Central California Valley,Growth,1.0031325695581015
2005,Central California Valley,Growth,1.0042520458265138
2006,Central California Valley,Growth,1.0052831423895254
2007,Central California Valley,Growth,1.0062111292962357
2008,Central California Valley,Growth,1.007099836333879
2009,Central California Valley,Growth,1.0079983633387888
2010,Central California Valley,Growth,1.0092111292962356
2011,Central California Valley,Growth,1.0100703764320786
2012,Central California Valley,Growth,1.0111505728314238
2013,Central California Valley,Growth,1.0124615384615385
2014,Central California Valley,Growth,1.01350736497545
2015,Central California Valley,Growth,1.0145777414075285
2016,Central California Valley,Growth,1.0162373158756137
2017,Central California Valley,Growth,1.01708658101473
2018,Central California Valley,Growth,1.0179358461538461
2019,Central California Valley,Growth,1.0187851112929625
2020,Central California Valley,Growth,1.0196343764320785
2021,Central California Valley,Growth,1.0208087099836334
2022,Central California Valley,Growth,1.0219830435351882
2023,Central California Valley,Growth,1.023157377086743
2024,Central California Valley,Growth,1.0243317106382979
2025,Central California Valley,Growth,1.0255060441898527
2026,Central California Valley,Growth,1.0266803777414075
2027,Central California Valley,Growth,1.0278547112929624
2028,Central California Valley,Growth,1.0290290448445172
2029,Central California Valley,Growth,1.030203378396072
2030,Central California Valley,Growth,1.0313777119476268
2031,Central California Valley,Growth,1.0326444410801965
2032,Central California Valley,Growth,1.033911170212766
2033,Central California Valley,Growth,1.0351778993453356
2034,Central California Valley,Growth,1.036444628477905
2035,Central California Valley,Growth,1.0377113576104746
2036,Central California Valley,Growth,1.0389780867430443
2037,Central California Valley,Growth,1.0402448158756137
2038,Central California Valley,Growth,1.0415115450081833
2039,Central California Valley,Growth,1.042778274140753
2040,Central California Valley,Growth,1.0440450032733224
2041,Central California Valley,Growth,1.0453063942716858
2042,Central California Valley,Growth,1.046567785270049
2043,Central California Valley,Growth,1.0478291762684124
2044,Central California Valley,Growth,1.0490905672667759
2045,Central California Valley,Growth,1.050351958265139
2046,Central California Valley,Growth,1.0516133492635025
2047,Central California Valley,Growth,1.052874740261866
2048,Central California Valley,Growth,1.054136131260229
2049,Central California Valley,Growth,1.0553975222585925
2050,Central California Valley,Growth,1.0566589132569557
2051,Central California Valley,Growth,1.0577556086743045
2052,Central California Valley,Growth,1.058852304091653
2053,Central California Valley,Growth,1.0599489995090017
2054,Central California Valley,Growth,1.0610456949263503
2055,Central California Valley,Growth,1.0621423903436988
2056,Central California Valley,Growth,1.0632390857610474
2057,Central California Valley,Growth,1.064335781178396
2058,Central California Valley,Growth,1.0654324765957446
2059,Central California Valley,Growth,1.0665291720130934
2060,Central California Valley,Growth,1.067625867430442
2061,Central California Valley,Growth,1.0683835181669394
2062,Central California Valley,Growth,1.069141168903437
2063,Central California Valley,Growth,1.0698988196399346
2064,Central California Valley,Growth,1.070656470376432
2065,Central California Valley,Growth,1.0714141211129296
2066,Central California Valley,Growth,1.0721717718494272
2067,Central California Valley,Growth,1.0729294225859247
2068,Central California Valley,Growth,1.0736870733224222
2069,Central California Valley,Growth,1.0744447240589199
2070,Central California Valley,Growth,1.0752023747954174
2071,Central California Valley,Growth,1.0755380114566284
2072,Central California Valley,Growth,1.0758736481178397
2073,Central California Valley,Growth,1.0762092847790508
2074,Central California Valley,Growth,1.0765449214402618
2075,Central California Valley,Growth,1.076880558101473
2076,Central California Valley,Growth,1.0772161947626842
2077,Central California Valley,Growth,1.0775518314238952
2078,Central California Valley,Growth,1.0778874680851063
2079,Central California Valley,Growth,1.0782231047463176
2080,Central California Valley,Growth,1.0785587414075286
2081,Central California Valley,Growth,1.0786865360065465
2082,Central California Valley,Growth,1.0788143306055646
2083,Central California Valley,Growth,1.0789421252045828
2084,Central California Valley,Growth,1.0790699198036007
2085,Central California Valley,Growth,1.0791977144026186
2086,Central California Valley,Growth,1.0793255090016367
2087,Central California Valley,Growth,1.0794533036006546
2088,Central California Valley,Growth,1.0795810981996727
2089,Central California Valley,Growth,1.0797088927986906
2090,Central California Valley,Growth,1.0798366873977088
2091,Central California Valley,Growth,1.0800634098199673
2092,Central California Valley,Growth,1.0802901322422258
2093,Central California Valley,Growth,1.0805168546644845
2094,Central California Valley,Growth,1.080743577086743
2095,Central California Valley,Growth,1.0809702995090016
2096,Central California Valley,Growth,1.0811970219312603
2097,Central California Valley,Growth,1.0814237443535188
2098,Central California Valley,Growth,1.0816504667757774
2099,Central California Valley,Growth,1.0818771891980359
2100,Central California Valley,Growth,1.0821039116202946
2002,Coast Range,Growth,1.001050736497545
2003,Coast Range,Growth,1.0022880523731588
2004,Coast Range,Growth,1.0031325695581015
2005,Coast Range,Growth,1.0042520458265138
2006,Coast Range,Growth,1.0052831423895254
2007,Coast Range,Growth,1.0062111292962357
2008,Coast Range,Growth,1.007099836333879
2009,Coast Range,Growth,1.0079983633387888
2010,Coast Range,Growth,1.0092111292962356
2011,Coast Range,Growth,1.0100703764320786
2012,Coast Range,Growth,1.0111505728314238
2013,Coast Range,Growth,1.0124615384615385
2014,Coast Range,Growth,1.01350736497545
2015,Coast Range,Growth,1.0145777414075285
2016,Coast Range,Growth,1.0162373158756137
2017,Coast Range,Growth,1.01708658101473
2018,Coast Range,Growth,1.0179358461538461
2019,Coast Range,Growth,1.0187851112929625
2020,Coast Range,Growth,1.0196343764320785
2021,Coast Range,Growth,1.0208087099836334
2022,Coast Range,Growth,1.0219830435351882
2023,Coast Range,Growth,1.023157377086743
2024,Coast Range,Growth,1.0243317106382979
2025,Coast Range,Growth,1.0255060441898527
2026,Coast Range,Growth,1.0266803777414075
2027,Coast Range,Growth,1.0278547112929624
2028,Coast Range,Growth,1.0290290448445172
2029,Coast Range,Growth,1.030203378396072
2030,Coast Range,Growth,1.0313777119476268
2031,Coast Range,Growth,1.0326444410801965
2032,Coast Range,Growth,1.033911170212766
2033,Coast Range,Growth,1.0351778993453356
2034,Coast Range,Growth,1.036444628477905
2035,Coast Range,Growth,1.0377113576104746
2036,Coast Range,Growth,1.0389780867430443
2037,Coast Range,Growth,1.0402448158756137
2038,Coast Range,Growth,1.0415115450081833
2039,Coast Range,Growth,1.042778274140753
2040,Coast Range,Growth,1.0440450032733224
2041,Coast Range,Growth,1.0453063942716858
2042,Coast Range,Growth,1.046567785270049
2043,Coast Range,Growth,1.0478291762684124
2044,Coast Range,Growth,1.0490905672667759
2045,Coast Range,Growth,1.050351958265139
2046,Coast Range,Growth,1.0516133492635025
2047,Coast Range,Growth,1.052874740261866
2048,Coast Range,Growth,1.054136131260229
2049,Coast Range,Growth,1.0553975222585925
2050,Coast Range,Growth,1.0566589132569557
2051,Coast Range,Growth,1.0577556086743045
2052,Coast Range,Growth,1.058852304091653
2053,Coast Range,Growth,1.0599489995090017
2054,Coast Range,Growth,1.0610456949263503
2055,Coast Range,Growth,1.0621423903436988
2056,Coast Range,Growth,1.0632390857610474
2057,Coast Range,Growth,1.064335781178396
2058,Coast Range,Growth,1.0654324765957446
2059,Coast Range,Growth,1.0665291720130934
2060,Coast Range,Growth,1.067625867430442
2061,Coast Range,Growth,1.0683835181669394
2062,Coast Range,Growth,1.069141168903437
2063,Coast Range,Growth,1.0698988196399346
2064,Coast Range,Growth,1.070656470376432
2065,Coast Range,Growth,1.0714141211129296
2066,Coast Range,Growth,1.0721717718494272
2067,Coast Range,Growth,1.0729294225859247
2068,Coast Range,Growth,1.0736870733224222
2069,Coast Range,Growth,1.0744447240589199
2070,Coast Range,Growth,1.0752023747954174
2071,Coast Range,Growth,1.0755380114566284
2072,Coast Range,Growth,1.0758736481178397
2073,Coast Range,Growth,1.0762092847790508
2074,Coast Range,Growth,1.0765449214402618
2075,Coast Range,Growth,1.076880558101473
2076,Coast Range,Growth,1.0772161947626842
2077,Coast Range,Growth,1.0775518314238952
2078,Coast Range,Growth,1.0778874680851063
2079,Coast Range,Growth,1.0782231047463176
2080,Coast Range,Growth,1.0785587414075286
2081,Coast Range,Growth,1.0786865360065465
2082,Coast Range,Growth,1.0788143306055646
2083,Coast Range,Growth,1.0789421252045828
2084,Coast Range,Growth,1.0790699198036007
2085,Coast Range,Growth,1.0791977144026186
2086,Coast Range,Growth,1.0793255090016367
2087,Coast Range,Growth,1.0794533036006546
2088,Coast Range,Growth,1.0795810981996727
2089,Coast Range,Growth,1.0797088927986906
2090,Coast Range,Growth,1.0798366873977088
2091,Coast Range,Growth,1.0800634098199673
2092,Coast Range,Growth,1.0802901322422258
2093,Coast Range,Growth,1.0805168546644845
2094,Coast Range,Growth,1.080743577086743
2095,Coast Range,Growth,1.0809702995090016
2096,Coast Range,Growth,1.0811970219312603
2097,Coast Range,Growth,1.0814237443535188
2098,Coast Range,Growth,1.0816504667757774
2099,Coast Range,Growth,1.0818771891980359
2100,Coast Range,Growth,1.0821039116202946
2002,Eastern Cascades Slopes and Foothills,Growth,1.001050736497545
2003,Eastern Cascades Slopes and Foothills,Growth,1.0022880523731588
2004,Eastern Cascades Slopes and Foothills,Growth,1.0031325695581015
2005,Eastern Cascades Slopes and Foothills,Growth,1.0042520458265138
2006,Eastern Cascades Slopes and Foothills,Growth,1.0052831423895254
2007,Eastern Cascades Slopes and Foothills,Growth,1.0062111292962357
2008,Eastern Cascades Slopes and Foothills,Growth,1.007099836333879
2009,Eastern Cascades Slopes and Foothills,Growth,1.0079983633387888
2010,Eastern Cascades Slopes and Foothills,Growth,1.0092111292962356
2011,Eastern Cascades Slopes and Foothills,Growth,1.0100703764320786
2012,Eastern Cascades Slopes and Foothills,Growth,1.0111505728314238
2013,Eastern Cascades Slopes and Foothills,Growth,1.0124615384615385
2014,Eastern Cascades Slopes and Foothills,Growth,1.01350736497545
2015,Eastern Cascades Slopes and Foothills,Growth,1.0145777414075285
2016,Eastern Cascades Slopes and Foothills,Growth,1.0162373158756137
2017,Eastern Cascades Slopes and Foothills,Growth,1.01708658101473
2018,Eastern Cascades Slopes and Foothills,Growth,1.0179358461538461
2019,Eastern Cascades Slopes and Foothills,Growth,1.0187851112929625
2020,Eastern Cascades Slopes and Foothills,Growth,1.0196343764320785
2021,Eastern Cascades Slopes and Foothills,Growth,1.0208087099836334
2022,Eastern Cascades Slopes and Foothills,Growth,1.0219830435351882
2023,Eastern Cascades Slopes and Foothills,Growth,1.023157377086743
2024,Eastern Cascades Slopes and Foothills,Growth,1.0243317106382979
2025,Eastern Cascades Slopes and Foothills,Growth,1.0255060441898527
2026,Eastern Cascades Slopes and Foothills,Growth,1.0266803777414075
2027,Eastern Cascades Slopes and Foothills,Growth,1.0278547112929624
2028,Eastern Cascades Slopes and Foothills,Growth,1.0290290448445172
2029,Eastern Cascades Slopes and Foothills,Growth,1.030203378396072
2030,Eastern Cascades Slopes and Foothills,Growth,1.0313777119476268
2031,Eastern Cascades Slopes and Foothills,Growth,1.0326444410801965
2032,Eastern Cascades Slopes and Foothills,Growth,1.033911170212766
2033,Eastern Cascades Slopes and Foothills,Growth,1.0351778993453356
2034,Eastern Cascades Slopes and Foothills,Growth,1.036444628477905
2035,Eastern Cascades Slopes and Foothills,Growth,1.0377113576104746
2036,Eastern Cascades Slopes and Foothills,Growth,1.0389780867430443
2037,Eastern Cascades Slopes and Foothills,Growth,1.0402448158756137
2038,Eastern Cascades Slopes and Foothills,Growth,1.0415115450081833
2039,Eastern Cascades Slopes and Foothills,Growth,1.042778274140753
2040,Eastern Cascades Slopes and Foothills,Growth,1.0440450032733224
2041,Eastern Cascades Slopes and Foothills,Growth,1.0453063942716858
2042,Eastern Cascades Slopes and Foothills,Growth,1.046567785270049
2043,Eastern Cascades Slopes and Foothills,Growth,1.0478291762684124
2044,Eastern Cascades Slopes and Foothills,Growth,1.0490905672667759
2045,Eastern Cascades Slopes and Foothills,Growth,1.050351958265139
2046,Eastern Cascades Slopes and Foothills,Growth,1.0516133492635025
2047,Eastern Cascades Slopes and Foothills,Growth,1.052874740261866
2048,Eastern Cascades Slopes and Foothills,Growth,1.054136131260229
2049,Eastern Cascades Slopes and Foothills,Growth,1.0553975222585925
2050,Eastern Cascades Slopes and Foothills,Growth,1.0566589132569557
2051,Eastern Cascades Slopes and Foothills,Growth,1.0577556086743045
2052,Eastern Cascades Slopes and Foothills,Growth,1.058852304091653
2053,Eastern Cascades Slopes and Foothills,Growth,1.0599489995090017
2054,Eastern Cascades Slopes and Foothills,Growth,1.0610456949263503
2055,Eastern Cascades Slopes and Foothills,Growth,1.0621423903436988
2056,Eastern Cascades Slopes and Foothills,Growth,1.0632390857610474
