Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,StateClassID,StateAttributeTypeID,AgeMin,AgeMax,Value
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,16,,1.34
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,17,,1.43
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,18,,1.515
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,19,,1.592
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,20,,1.661
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,21,,1.722
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,22,,1.774
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,23,,1.818
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,24,,1.853
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,25,,1.88
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,26,,1.898
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,27,,1.909
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,28,,1.911
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,29,,1.907
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,30,,1.896
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,31,,1.88
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,32,,1.857
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,33,,1.83
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,34,,1.799
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,35,,1.765
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,36,,1.727
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,37,,1.687
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,38,,1.645
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,39,,1.602
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,40,,1.558
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,41,,1.514
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,42,,1.47
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,43,,1.426
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,44,,1.383
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,45,,1.341
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,46,,1.301
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,47,,1.261
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,48,,1.224
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,49,,1.188
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,50,,1.153
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,51,,1.121
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,52,,1.091
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,53,,1.062
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,54,,1.036
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,55,,1.011
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,56,,0.988
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,57,,0.967
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,58,,0.948
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,59,,0.93
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,60,,0.914
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,61,,0.899
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,62,,0.886
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,63,,0.874
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,64,,0.863
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,65,,0.854
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,66,,0.846
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,67,,0.838
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,68,,0.832
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,69,,0.826
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,70,,0.821
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,71,,0.817
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,72,,0.813
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,73,,0.81
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,74,,0.808
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,75,,0.806
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,76,,0.803
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,77,,0.8
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,78,,0.797
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,79,,0.795
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,80,,0.792
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,81,,0.79
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,82,,0.789
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,83,,0.787
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,84,,0.786
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,85,,0.786
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,86,,0.785
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,87,,0.785
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,88,,0.785
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,89,,0.786
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,90,,0.786
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,91,,0.787
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,92,,0.788
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,93,,0.789
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,94,,0.79
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,95,,0.792
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,96,,0.793
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,97,,0.794
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,98,,0.795
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,99,,0.797
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,100,,0.798
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,101,,0.8
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,102,,0.802
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,103,,0.804
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,104,,0.805
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,105,,0.807
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,106,,0.809
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,107,,0.811
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,108,,0.813
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,109,,0.815
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,110,,0.817
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,111,,0.819
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,112,,0.821
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,113,,0.823
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,114,,0.825
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,115,,0.828
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,116,,0.83
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,117,,0.832
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,118,,0.834
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,119,,0.836
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,120,,0.838
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,121,,0.84
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,122,,0.842
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,123,,0.844
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,124,,0.846
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,125,,0.848
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,126,,0.85
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,127,,0.852
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,128,,0.854
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,129,,0.856
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,130,,0.858
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,131,,0.86
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,132,,0.862
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,133,,0.863
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,134,,0.865
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,135,,0.867
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,136,,0.869
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,137,,0.87
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,138,,0.872
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,139,,0.874
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,140,,0.875
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,141,,0.877
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,142,,0.879
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,143,,0.88
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,144,,0.882
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,145,,0.883
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,146,,0.885
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,147,,0.886
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,148,,0.888
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,149,,0.889
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,150,,0.891
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,151,,0.892
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,152,,0.894
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,153,,0.895
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,154,,0.896
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,155,,0.898
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,156,,0.899
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,157,,0.9
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,158,,0.902
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,159,,0.903
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,160,,0.904
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,161,,0.905
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,162,,0.906
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,163,,0.907
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,164,,0.908
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,165,,0.909
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,166,,0.91
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,167,,0.912
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,168,,0.913
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,169,,0.914
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,170,,0.915
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,171,,0.916
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,172,,0.917
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,173,,0.918
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,174,,0.919
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,175,,0.92
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,176,,0.921
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,177,,0.921
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,178,,0.922
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,179,,0.923
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,180,,0.924
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,181,,0.925
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,182,,0.926
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,183,,0.927
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,184,,0.928
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,185,,0.929
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,186,,0.93
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,187,,0.931
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,188,,0.932
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,189,,0.932
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,190,,0.933
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,191,,0.934
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,192,,0.935
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,193,,0.936
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,194,,0.936
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,195,,0.937
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,196,,0.938
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,197,,0.939
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,198,,0.94
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,199,,0.94
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,200,,0.941
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,201,,0.942
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,202,,0.943
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,203,,0.944
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,204,,0.944
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,205,,0.945
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,206,,0.946
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,207,,0.947
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,208,,0.947
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,209,,0.948
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,210,,0.949
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,211,,0.95
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,212,,0.95
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,213,,0.951
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,214,,0.952
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,215,,0.953
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,216,,0.953
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,217,,0.954
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,218,,0.955
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,219,,0.956
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,220,,0.956
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,221,,0.957
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,222,,0.957
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,223,,0.958
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,224,,0.959
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,225,,0.959
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,226,,0.96
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,227,,0.96
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,228,,0.961
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,229,,0.961
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,230,,0.962
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,231,,0.962
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,232,,0.963
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,233,,0.963
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,234,,0.964
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,235,,0.964
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,236,,0.965
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,237,,0.966
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,238,,0.966
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,239,,0.967
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),Initial Conditions: Down Deadwood,240,,0.967
