Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,StateClassID,StateAttributeTypeID,AgeMin,AgeMax,Value
,,Coast Range,,,Agriculture:Covercrop,NPP,,,0.9083
,,Eastern Cascades Slopes and Foothills,,,Agriculture:Covercrop,NPP,,,0.7621
,,Klamath Mountains,,,Agriculture:Covercrop,NPP,,,1.031
,,Mojave Basin and Range,,,Agriculture:Covercrop,NPP,,,0.7742
,,Northern Basin and Range,,,Agriculture:Covercrop,NPP,,,0.5798
,,Sierra Nevada,,,Agriculture:Covercrop,NPP,,,0.7215
,,Sonoran Basin and Range,,,Agriculture:Covercrop,NPP,,,0.4376
,,Southern California Mountains,,,Agriculture:Covercrop,NPP,,,0.5382
,,California Chaparral and Oak Woodlands,,,Agriculture:Agroforestry,NPP,,,0.8877
,,Cascades,,,Agriculture:Agroforestry,NPP,,,0.9619
,,Central Basin and Range,,,Agriculture:Agroforestry,NPP,,,0.5592
,,Central California Valley,,,Agriculture:Agroforestry,NPP,,,1.0044
,,Coast Range,,,Agriculture:Agroforestry,NPP,,,0.9083
,,Eastern Cascades Slopes and Foothills,,,Agriculture:Agroforestry,NPP,,,0.7621
,,Klamath Mountains,,,Agriculture:Agroforestry,NPP,,,1.031
,,Mojave Basin and Range,,,Agriculture:Agroforestry,NPP,,,0.7742
,,Northern Basin and Range,,,Agriculture:Agroforestry,NPP,,,0.5798
,,Sierra Nevada,,,Agriculture:Agroforestry,NPP,,,0.7215
,,Sonoran Basin and Range,,,Agriculture:Agroforestry,NPP,,,0.4376
,,Southern California Mountains,,,Agriculture:Agroforestry,NPP,,,0.5382
,,California Chaparral and Oak Woodlands,,,Forest:CFM,NPP,,,0.6135
,,Cascades,,,Forest:CFM,NPP,,,0.7971
,,Central Basin and Range,,,Forest:CFM,NPP,,,0.2505
,,Central California Valley,,,Forest:CFM,NPP,,,0.3792
,,Coast Range,,,Forest:CFM,NPP,,,1.1565
,,Eastern Cascades Slopes and Foothills,,,Forest:CFM,NPP,,,0.5025
,,Klamath Mountains,,,Forest:CFM,NPP,,,0.9394
,,Mojave Basin and Range,,,Forest:CFM,NPP,,,0.2162
,,Northern Basin and Range,,,Forest:CFM,NPP,,,0.2167
,,Sierra Nevada,,,Forest:CFM,NPP,,,0.4559
,,Sonoran Basin and Range,,,Forest:CFM,NPP,,,0.2162
,,Southern California Mountains,,,Forest:CFM,NPP,,,0.4848
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Prescribed),NPP,,,0.6135
,,Cascades,,,Forest:Treated (Prescribed),NPP,,,0.7971
,,Central Basin and Range,,,Forest:Treated (Prescribed),NPP,,,0.2505
,,Central California Valley,,,Forest:Treated (Prescribed),NPP,,,0.3792
,,Coast Range,,,Forest:Treated (Prescribed),NPP,,,1.1565
,,Eastern Cascades Slopes and Foothills,,,Forest:Treated (Prescribed),NPP,,,0.5025
,,Klamath Mountains,,,Forest:Treated (Prescribed),NPP,,,0.9394
,,Mojave Basin and Range,,,Forest:Treated (Prescribed),NPP,,,0.2162
,,Northern Basin and Range,,,Forest:Treated (Prescribed),NPP,,,0.2167
,,Sierra Nevada,,,Forest:Treated (Prescribed),NPP,,,0.4559
,,Sonoran Basin and Range,,,Forest:Treated (Prescribed),NPP,,,0.2162
,,Southern California Mountains,,,Forest:Treated (Prescribed),NPP,,,0.4848
,,California Chaparral and Oak Woodlands,,,Forest:Treated (Thinned),NPP,,,0.6135
,,Cascades,,,Forest:Treated (Thinned),NPP,,,0.7971
,,Central Basin and Range,,,Forest:Treated (Thinned),NPP,,,0.2505
,,Central California Valley,,,Forest:Treated (Thinned),NPP,,,0.3792
,,Coast Range,,,Forest:Treated (Thinned),NPP,,,1.1565
,,Eastern Cascades Slopes and Foothills,,,Forest:Treated (Thinned),NPP,,,0.5025
,,Klamath Mountains,,,Forest:Treated (Thinned),NPP,,,0.9394
,,Mojave Basin and Range,,,Forest:Treated (Thinned),NPP,,,0.2162
,,Northern Basin and Range,,,Forest:Treated (Thinned),NPP,,,0.2167
,,Sierra Nevada,,,Forest:Treated (Thinned),NPP,,,0.4559
,,Sonoran Basin and Range,,,Forest:Treated (Thinned),NPP,,,0.2162
,,Southern California Mountains,,,Forest:Treated (Thinned),NPP,,,0.4848
,,California Chaparral and Oak Woodlands,,,Shrubland:PostFire,NPP,,,0.3322
,,Cascades,,,Shrubland:PostFire,NPP,,,0.3361
,,Central Basin and Range,,,Shrubland:PostFire,NPP,,,0.1141
,,Central California Valley,,,Shrubland:PostFire,NPP,,,0.4046
,,Coast Range,,,Shrubland:PostFire,NPP,,,0.5915
,,Eastern Cascades Slopes and Foothills,,,Shrubland:PostFire,NPP,,,0.1714
,,Klamath Mountains,,,Shrubland:PostFire,NPP,,,0.487
,,Mojave Basin and Range,,,Shrubland:PostFire,NPP,,,0.0716
,,Northern Basin and Range,,,Shrubland:PostFire,NPP,,,0.1194
,,Sierra Nevada,,,Shrubland:PostFire,NPP,,,0.211
,,Sonoran Basin and Range,,,Shrubland:PostFire,NPP,,,0.0456
,,Southern California Mountains,,,Shrubland:PostFire,NPP,,,0.3308
