StratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD
Southern California Mountains,2023,Drought: High Severity [Type],450.1203969,Normal,Iteration and Timestep,225.0601985
Eastern Cascades Slopes and Foothills,2023,Drought: High Severity [Type],259.922541,Normal,Iteration and Timestep,129.9612705
Central Basin and Range,2023,Drought: High Severity [Type],40.41118562,Normal,Iteration and Timestep,20.20559281
Mojave Basin and Range,2023,Drought: High Severity [Type],132.0405827,Normal,Iteration and Timestep,66.02029137
Klamath Mountains,2023,Drought: High Severity [Type],1274.111093,Normal,Iteration and Timestep,637.0555467
Northern Basin and Range,2023,Drought: High Severity [Type],3.896684469,Normal,Iteration and Timestep,1.948342234
Sonoran Basin and Range,2023,Drought: High Severity [Type],1.372686484,Normal,Iteration and Timestep,0.686343242
Coast Range,2024,Drought: High Severity [Type],16.91153521,Normal,Iteration and Timestep,8.455767603
Cascades,2024,Drought: High Severity [Type],3.903327434,Normal,Iteration and Timestep,1.951663717
Sierra Nevada,2024,Drought: High Severity [Type],337.224968,Normal,Iteration and Timestep,168.612484
California Chaparral and Oak Woodlands,2024,Drought: High Severity [Type],164.4602745,Normal,Iteration and Timestep,82.23013723
Central California Valley,2024,Drought: High Severity [Type],0.563678087,Normal,Iteration and Timestep,0.281839044
Southern California Mountains,2024,Drought: High Severity [Type],102.3363711,Normal,Iteration and Timestep,51.16818553
Eastern Cascades Slopes and Foothills,2024,Drought: High Severity [Type],32.15224883,Normal,Iteration and Timestep,16.07612441
Central Basin and Range,2024,Drought: High Severity [Type],22.82995613,Normal,Iteration and Timestep,11.41497807
Mojave Basin and Range,2024,Drought: High Severity [Type],55.31172204,Normal,Iteration and Timestep,27.65586102
Klamath Mountains,2024,Drought: High Severity [Type],87.5921435,Normal,Iteration and Timestep,43.79607175
Northern Basin and Range,2024,Drought: High Severity [Type],1.205839948,Normal,Iteration and Timestep,0.602919974
Sonoran Basin and Range,2024,Drought: High Severity [Type],0.151270081,Normal,Iteration and Timestep,0.07563504
Coast Range,2025,Drought: High Severity [Type],20.30768855,Normal,Iteration and Timestep,10.15384427
Cascades,2025,Drought: High Severity [Type],8.373130437,Normal,Iteration and Timestep,4.186565218
Sierra Nevada,2025,Drought: High Severity [Type],652.7373889,Normal,Iteration and Timestep,326.3686945
California Chaparral and Oak Woodlands,2025,Drought: High Severity [Type],133.0021008,Normal,Iteration and Timestep,66.50105039
Central California Valley,2025,Drought: High Severity [Type],0.882219172,Normal,Iteration and Timestep,0.441109586
Southern California Mountains,2025,Drought: High Severity [Type],48.80863485,Normal,Iteration and Timestep,24.40431742
Eastern Cascades Slopes and Foothills,2025,Drought: High Severity [Type],41.54275146,Normal,Iteration and Timestep,20.77137573
Central Basin and Range,2025,Drought: High Severity [Type],34.99464945,Normal,Iteration and Timestep,17.49732472
Mojave Basin and Range,2025,Drought: High Severity [Type],38.15529104,Normal,Iteration and Timestep,19.07764552
Klamath Mountains,2025,Drought: High Severity [Type],125.1202594,Normal,Iteration and Timestep,62.56012972
Northern Basin and Range,2025,Drought: High Severity [Type],1.43082536,Normal,Iteration and Timestep,0.71541268
Sonoran Basin and Range,2025,Drought: High Severity [Type],0.071044757,Normal,Iteration and Timestep,0.035522378
Coast Range,2026,Drought: High Severity [Type],12.80926138,Normal,Iteration and Timestep,6.404630692
Cascades,2026,Drought: High Severity [Type],1.675939104,Normal,Iteration and Timestep,0.837969552
Sierra Nevada,2026,Drought: High Severity [Type],179.7099132,Normal,Iteration and Timestep,89.8549566
California Chaparral and Oak Woodlands,2026,Drought: High Severity [Type],70.27687479,Normal,Iteration and Timestep,35.13843739
Central California Valley,2026,Drought: High Severity [Type],0.479505027,Normal,Iteration and Timestep,0.239752514
Southern California Mountains,2026,Drought: High Severity [Type],20.59757793,Normal,Iteration and Timestep,10.29878897
Eastern Cascades Slopes and Foothills,2026,Drought: High Severity [Type],28.12163366,Normal,Iteration and Timestep,14.06081683
Central Basin and Range,2026,Drought: High Severity [Type],21.35174808,Normal,Iteration and Timestep,10.67587404
Mojave Basin and Range,2026,Drought: High Severity [Type],21.26759207,Normal,Iteration and Timestep,10.63379604
Klamath Mountains,2026,Drought: High Severity [Type],41.80296203,Normal,Iteration and Timestep,20.90148102
Northern Basin and Range,2026,Drought: High Severity [Type],2.636608823,Normal,Iteration and Timestep,1.318304412
Sonoran Basin and Range,2026,Drought: High Severity [Type],0.076571459,Normal,Iteration and Timestep,0.038285729
Coast Range,2027,Drought: High Severity [Type],2.265868188,Normal,Iteration and Timestep,1.132934094
Cascades,2027,Drought: High Severity [Type],1.161675818,Normal,Iteration and Timestep,0.580837909
Sierra Nevada,2027,Drought: High Severity [Type],61.3565838,Normal,Iteration and Timestep,30.6782919
California Chaparral and Oak Woodlands,2027,Drought: High Severity [Type],3.945371986,Normal,Iteration and Timestep,1.972685993
Central California Valley,2027,Drought: High Severity [Type],0.041093538,Normal,Iteration and Timestep,0.020546769
Southern California Mountains,2027,Drought: High Severity [Type],1.208961021,Normal,Iteration and Timestep,0.604480511
Eastern Cascades Slopes and Foothills,2027,Drought: High Severity [Type],12.80638295,Normal,Iteration and Timestep,6.403191474
Central Basin and Range,2027,Drought: High Severity [Type],10.29990027,Normal,Iteration and Timestep,5.149950135
Mojave Basin and Range,2027,Drought: High Severity [Type],8.162243696,Normal,Iteration and Timestep,4.081121848
Klamath Mountains,2027,Drought: High Severity [Type],11.63956926,Normal,Iteration and Timestep,5.819784628
Northern Basin and Range,2027,Drought: High Severity [Type],1.644969457,Normal,Iteration and Timestep,0.822484728
Sonoran Basin and Range,2027,Drought: High Severity [Type],0.026397754,Normal,Iteration and Timestep,0.013198877
Coast Range,2028,Drought: High Severity [Type],1.841033145,Normal,Iteration and Timestep,0.920516573
Cascades,2028,Drought: High Severity [Type],1.364011499,Normal,Iteration and Timestep,0.68200575
Sierra Nevada,2028,Drought: High Severity [Type],81.17758535,Normal,Iteration and Timestep,40.58879267
California Chaparral and Oak Woodlands,2028,Drought: High Severity [Type],4.411796878,Normal,Iteration and Timestep,2.205898439
Central California Valley,2028,Drought: High Severity [Type],0.047187309,Normal,Iteration and Timestep,0.023593655
Southern California Mountains,2028,Drought: High Severity [Type],2.081401388,Normal,Iteration and Timestep,1.040700694
Eastern Cascades Slopes and Foothills,2028,Drought: High Severity [Type],9.338359199,Normal,Iteration and Timestep,4.669179599
Central Basin and Range,2028,Drought: High Severity [Type],20.53996824,Normal,Iteration and Timestep,10.26998412
Mojave Basin and Range,2028,Drought: High Severity [Type],13.1518813,Normal,Iteration and Timestep,6.575940651
Klamath Mountains,2028,Drought: High Severity [Type],9.956616183,Normal,Iteration and Timestep,4.978308091
Northern Basin and Range,2028,Drought: High Severity [Type],1.236383259,Normal,Iteration and Timestep,0.618191629
Sonoran Basin and Range,2028,Drought: High Severity [Type],0.055465624,Normal,Iteration and Timestep,0.027732812
Coast Range,2029,Drought: High Severity [Type],49.49405168,Normal,Iteration and Timestep,24.74702584
Cascades,2029,Drought: High Severity [Type],6.462700403,Normal,Iteration and Timestep,3.231350201
Sierra Nevada,2029,Drought: High Severity [Type],201.2817297,Normal,Iteration and Timestep,100.6408649
California Chaparral and Oak Woodlands,2029,Drought: High Severity [Type],104.3226379,Normal,Iteration and Timestep,52.16131894
Central California Valley,2029,Drought: High Severity [Type],0.890419896,Normal,Iteration and Timestep,0.445209948
Southern California Mountains,2029,Drought: High Severity [Type],34.16790655,Normal,Iteration and Timestep,17.08395327
Eastern Cascades Slopes and Foothills,2029,Drought: High Severity [Type],76.65499405,Normal,Iteration and Timestep,38.32749703
Central Basin and Range,2029,Drought: High Severity [Type],48.05858449,Normal,Iteration and Timestep,24.02929225
Mojave Basin and Range,2029,Drought: High Severity [Type],39.31242775,Normal,Iteration and Timestep,19.65621388
Klamath Mountains,2029,Drought: High Severity [Type],149.189463,Normal,Iteration and Timestep,74.59473148
Northern Basin and Range,2029,Drought: High Severity [Type],5.489707762,Normal,Iteration and Timestep,2.744853881
Sonoran Basin and Range,2029,Drought: High Severity [Type],0.283285746,Normal,Iteration and Timestep,0.141642873
Coast Range,2030,Drought: High Severity [Type],16.21894879,Normal,Iteration and Timestep,8.109474397
Cascades,2030,Drought: High Severity [Type],1.398048539,Normal,Iteration and Timestep,0.69902427
Sierra Nevada,2030,Drought: High Severity [Type],47.74380636,Normal,Iteration and Timestep,23.87190318
California Chaparral and Oak Woodlands,2030,Drought: High Severity [Type],88.27822328,Normal,Iteration and Timestep,44.13911164
Central California Valley,2030,Drought: High Severity [Type],0.446600102,Normal,Iteration and Timestep,0.223300051
Southern California Mountains,2030,Drought: High Severity [Type],62.31834166,Normal,Iteration and Timestep,31.15917083
Eastern Cascades Slopes and Foothills,2030,Drought: High Severity [Type],7.839756066,Normal,Iteration and Timestep,3.919878033
Central Basin and Range,2030,Drought: High Severity [Type],9.256435523,Normal,Iteration and Timestep,4.628217761
Mojave Basin and Range,2030,Drought: High Severity [Type],36.21616011,Normal,Iteration and Timestep,18.10808005
Klamath Mountains,2030,Drought: High Severity [Type],30.60818207,Normal,Iteration and Timestep,15.30409103
Northern Basin and Range,2030,Drought: High Severity [Type],0.606315267,Normal,Iteration and Timestep,0.303157634
Sonoran Basin and Range,2030,Drought: High Severity [Type],0.968518413,Normal,Iteration and Timestep,0.484259206
Coast Range,2031,Drought: High Severity [Type],66.26753379,Normal,Iteration and Timestep,33.13376689
Cascades,2031,Drought: High Severity [Type],8.446783247,Normal,Iteration and Timestep,4.223391624
Sierra Nevada,2031,Drought: High Severity [Type],132.9066285,Normal,Iteration and Timestep,66.45331426
California Chaparral and Oak Woodlands,2031,Drought: High Severity [Type],114.7020144,Normal,Iteration and Timestep,57.35100719
Central California Valley,2031,Drought: High Severity [Type],1.3251164,Normal,Iteration and Timestep,0.6625582
Southern California Mountains,2031,Drought: High Severity [Type],52.73071617,Normal,Iteration and Timestep,26.36535809
Eastern Cascades Slopes and Foothills,2031,Drought: High Severity [Type],68.97615269,Normal,Iteration and Timestep,34.48807634
Central Basin and Range,2031,Drought: High Severity [Type],11.94367135,Normal,Iteration and Timestep,5.971835677
Mojave Basin and Range,2031,Drought: High Severity [Type],20.99539485,Normal,Iteration and Timestep,10.49769743
Klamath Mountains,2031,Drought: High Severity [Type],228.9408105,Normal,Iteration and Timestep,114.4704053
Northern Basin and Range,2031,Drought: High Severity [Type],4.671678179,Normal,Iteration and Timestep,2.33583909
Sonoran Basin and Range,2031,Drought: High Severity [Type],0.494287655,Normal,Iteration and Timestep,0.247143828
Coast Range,2032,Drought: High Severity [Type],109.85222,Normal,Iteration and Timestep,54.92610998
Cascades,2032,Drought: High Severity [Type],15.83791917,Normal,Iteration and Timestep,7.918959587
Sierra Nevada,2032,Drought: High Severity [Type],142.0506404,Normal,Iteration and Timestep,71.02532021
California Chaparral and Oak Woodlands,2032,Drought: High Severity [Type],223.0258872,Normal,Iteration and Timestep,111.5129436
Central California Valley,2032,Drought: High Severity [Type],1.77324314,Normal,Iteration and Timestep,0.88662157
Southern California Mountains,2032,Drought: High Severity [Type],122.6738885,Normal,Iteration and Timestep,61.33694427
Eastern Cascades Slopes and Foothills,2032,Drought: High Severity [Type],72.75345617,Normal,Iteration and Timestep,36.37672809
Central Basin and Range,2032,Drought: High Severity [Type],20.08123812,Normal,Iteration and Timestep,10.04061906
Mojave Basin and Range,2032,Drought: High Severity [Type],25.85603398,Normal,Iteration and Timestep,12.92801699
Klamath Mountains,2032,Drought: High Severity [Type],245.7404689,Normal,Iteration and Timestep,122.8702344
Northern Basin and Range,2032,Drought: High Severity [Type],3.517763728,Normal,Iteration and Timestep,1.758881864
Sonoran Basin and Range,2032,Drought: High Severity [Type],0.301109063,Normal,Iteration and Timestep,0.150554532
Coast Range,2033,Drought: High Severity [Type],140.5865759,Normal,Iteration and Timestep,70.29328797
Cascades,2033,Drought: High Severity [Type],4.736241688,Normal,Iteration and Timestep,2.368120844
Sierra Nevada,2033,Drought: High Severity [Type],50.50050354,Normal,Iteration and Timestep,25.25025177
California Chaparral and Oak Woodlands,2033,Drought: High Severity [Type],120.0199053,Normal,Iteration and Timestep,60.00995267
Central California Valley,2033,Drought: High Severity [Type],1.79558069,Normal,Iteration and Timestep,0.897790345
Southern California Mountains,2033,Drought: High Severity [Type],66.7249115,Normal,Iteration and Timestep,33.36245575
Eastern Cascades Slopes and Foothills,2033,Drought: High Severity [Type],35.68041713,Normal,Iteration and Timestep,17.84020857
Central Basin and Range,2033,Drought: High Severity [Type],5.425641694,Normal,Iteration and Timestep,2.712820847
Mojave Basin and Range,2033,Drought: High Severity [Type],14.45893442,Normal,Iteration and Timestep,7.22946721
Klamath Mountains,2033,Drought: High Severity [Type],182.245686,Normal,Iteration and Timestep,91.12284302
Northern Basin and Range,2033,Drought: High Severity [Type],3.015928519,Normal,Iteration and Timestep,1.507964259
Sonoran Basin and Range,2033,Drought: High Severity [Type],0.423727627,Normal,Iteration and Timestep,0.211863814
Coast Range,2034,Drought: High Severity [Type],27.06583604,Normal,Iteration and Timestep,13.53291802
Cascades,2034,Drought: High Severity [Type],1.805637449,Normal,Iteration and Timestep,0.902818725
Sierra Nevada,2034,Drought: High Severity [Type],14.93216421,Normal,Iteration and Timestep,7.466082107
California Chaparral and Oak Woodlands,2034,Drought: High Severity [Type],22.85610446,Normal,Iteration and Timestep,11.42805223
Central California Valley,2034,Drought: High Severity [Type],0.318807176,Normal,Iteration and Timestep,0.159403588
Southern California Mountains,2034,Drought: High Severity [Type],13.01713178,Normal,Iteration and Timestep,6.50856589
Eastern Cascades Slopes and Foothills,2034,Drought: High Severity [Type],11.23522584,Normal,Iteration and Timestep,5.617612922
Central Basin and Range,2034,Drought: High Severity [Type],0.45986854,Normal,Iteration and Timestep,0.22993427
Mojave Basin and Range,2034,Drought: High Severity [Type],1.644981023,Normal,Iteration and Timestep,0.822490512
Klamath Mountains,2034,Drought: High Severity [Type],47.35092389,Normal,Iteration and Timestep,23.67546194
Northern Basin and Range,2034,Drought: High Severity [Type],1.335470014,Normal,Iteration and Timestep,0.667735007
Sonoran Basin and Range,2034,Drought: High Severity [Type],0.120459909,Normal,Iteration and Timestep,0.060229955
Coast Range,2035,Drought: High Severity [Type],22.83332645,Normal,Iteration and Timestep,11.41666323
Cascades,2035,Drought: High Severity [Type],5.064165649,Normal,Iteration and Timestep,2.532082825
Sierra Nevada,2035,Drought: High Severity [Type],43.32148134,Normal,Iteration and Timestep,21.66074067
California Chaparral and Oak Woodlands,2035,Drought: High Severity [Type],25.448195,Normal,Iteration and Timestep,12.7240975
Central California Valley,2035,Drought: High Severity [Type],0.389760985,Normal,Iteration and Timestep,0.194880493
Southern California Mountains,2035,Drought: High Severity [Type],4.456377064,Normal,Iteration and Timestep,2.228188532
Eastern Cascades Slopes and Foothills,2035,Drought: High Severity [Type],61.73479231,Normal,Iteration and Timestep,30.86739615
Central Basin and Range,2035,Drought: High Severity [Type],1.594654272,Normal,Iteration and Timestep,0.797327136
Mojave Basin and Range,2035,Drought: High Severity [Type],0.65531852,Normal,Iteration and Timestep,0.32765926
Klamath Mountains,2035,Drought: High Severity [Type],85.62846866,Normal,Iteration and Timestep,42.81423433
Northern Basin and Range,2035,Drought: High Severity [Type],6.852090761,Normal,Iteration and Timestep,3.426045381
Sonoran Basin and Range,2035,Drought: High Severity [Type],0.057988359,Normal,Iteration and Timestep,0.028994179
Coast Range,2036,Drought: High Severity [Type],2.580317541,Normal,Iteration and Timestep,1.29015877
Cascades,2036,Drought: High Severity [Type],0.905070239,Normal,Iteration and Timestep,0.452535119
Sierra Nevada,2036,Drought: High Severity [Type],9.934942016,Normal,Iteration and Timestep,4.967471008
California Chaparral and Oak Woodlands,2036,Drought: High Severity [Type],2.22932892,Normal,Iteration and Timestep,1.11466446
Central California Valley,2036,Drought: High Severity [Type],0.02302707,Normal,Iteration and Timestep,0.011513535
Southern California Mountains,2036,Drought: High Severity [Type],1.917063767,Normal,Iteration and Timestep,0.958531884
Eastern Cascades Slopes and Foothills,2036,Drought: High Severity [Type],6.719775286,Normal,Iteration and Timestep,3.359887643
Central Basin and Range,2036,Drought: High Severity [Type],0.4935107,Normal,Iteration and Timestep,0.24675535
Mojave Basin and Range,2036,Drought: High Severity [Type],0.353917605,Normal,Iteration and Timestep,0.176958802
Klamath Mountains,2036,Drought: High Severity [Type],15.15594449,Normal,Iteration and Timestep,7.577972246
Northern Basin and Range,2036,Drought: High Severity [Type],0.458746094,Normal,Iteration and Timestep,0.229373047
Sonoran Basin and Range,2036,Drought: High Severity [Type],0.036202581,Normal,Iteration and Timestep,0.01810129
Coast Range,2037,Drought: High Severity [Type],0.258301946,Normal,Iteration and Timestep,0.129150973
Cascades,2037,Drought: High Severity [Type],0.035745271,Normal,Iteration and Timestep,0.017872636
Sierra Nevada,2037,Drought: High Severity [Type],10.61938964,Normal,Iteration and Timestep,5.30969482
California Chaparral and Oak Woodlands,2037,Drought: High Severity [Type],1.054531762,Normal,Iteration and Timestep,0.527265881
Central California Valley,2037,Drought: High Severity [Type],0.007414989,Normal,Iteration and Timestep,0.003707495
Southern California Mountains,2037,Drought: High Severity [Type],1.050754591,Normal,Iteration and Timestep,0.525377295
Eastern Cascades Slopes and Foothills,2037,Drought: High Severity [Type],0.679001069,Normal,Iteration and Timestep,0.339500535
Central Basin and Range,2037,Drought: High Severity [Type],0.873955376,Normal,Iteration and Timestep,0.436977688
Mojave Basin and Range,2037,Drought: High Severity [Type],0.435766737,Normal,Iteration and Timestep,0.217883368
Klamath Mountains,2037,Drought: High Severity [Type],1.032106088,Normal,Iteration and Timestep,0.516053044
Northern Basin and Range,2037,Drought: High Severity [Type],0.123619842,Normal,Iteration and Timestep,0.061809921
Sonoran Basin and Range,2037,Drought: High Severity [Type],0.05964526,Normal,Iteration and Timestep,0.02982263
Coast Range,2038,Drought: High Severity [Type],0.143883008,Normal,Iteration and Timestep,0.071941504
Cascades,2038,Drought: High Severity [Type],0.032452488,Normal,Iteration and Timestep,0.016226244
Sierra Nevada,2038,Drought: High Severity [Type],37.65431852,Normal,Iteration and Timestep,18.82715926
California Chaparral and Oak Woodlands,2038,Drought: High Severity [Type],0.772420883,Normal,Iteration and Timestep,0.386210441
Central California Valley,2038,Drought: High Severity [Type],0.005073874,Normal,Iteration and Timestep,0.002536937
Southern California Mountains,2038,Drought: High Severity [Type],0.761998583,Normal,Iteration and Timestep,0.380999291
Eastern Cascades Slopes and Foothills,2038,Drought: High Severity [Type],1.276893958,Normal,Iteration and Timestep,0.638446979
Central Basin and Range,2038,Drought: High Severity [Type],3.586659533,Normal,Iteration and Timestep,1.793329766
Mojave Basin and Range,2038,Drought: High Severity [Type],0.408032229,Normal,Iteration and Timestep,0.204016115
Klamath Mountains,2038,Drought: High Severity [Type],0.791034151,Normal,Iteration and Timestep,0.395517076
Northern Basin and Range,2038,Drought: High Severity [Type],0.200848315,Normal,Iteration and Timestep,0.100424158
Sonoran Basin and Range,2038,Drought: High Severity [Type],0.017097953,Normal,Iteration and Timestep,0.008548977
Coast Range,2039,Drought: High Severity [Type],0.092241514,Normal,Iteration and Timestep,0.046120757
Cascades,2039,Drought: High Severity [Type],0.029336608,Normal,Iteration and Timestep,0.014668304
Sierra Nevada,2039,Drought: High Severity [Type],68.78321147,Normal,Iteration and Timestep,34.39160573
California Chaparral and Oak Woodlands,2039,Drought: High Severity [Type],0.328906951,Normal,Iteration and Timestep,0.164453476
Central California Valley,2039,Drought: High Severity [Type],0.002441876,Normal,Iteration and Timestep,0.001220938
Southern California Mountains,2039,Drought: High Severity [Type],0.779588749,Normal,Iteration and Timestep,0.389794375
Eastern Cascades Slopes and Foothills,2039,Drought: High Severity [Type],2.096362981,Normal,Iteration and Timestep,1.048181491
Central Basin and Range,2039,Drought: High Severity [Type],10.23741152,Normal,Iteration and Timestep,5.118705761
